order_number,customer_name,address,city,country,contact_fullname,dealsize
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Medium
10188,Herkku Gifts,"Drammen 121, PR 744 Sentrum",Bergen,Norway,Oeztan Veysel,Medium
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Medium
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Medium
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10263,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Small
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10285,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Medium
10297,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10318,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Medium
10329,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Medium
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10363,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10387,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Medium
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10122,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10145,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Small
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Small
10180,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10190,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10224,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10237,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Small
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10264,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Small
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Small
10285,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Small
10299,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Small
10310,"Toms Spezialitten, Ltd",Mehrheimerstr. 369,Koln,Germany,Pfalzheim Henriette,Small
10319,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Small
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10343,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10364,Marseille Mini Autos,"12, rue des Bouchers",Marseille,France,Lebihan Laurence,Small
10378,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10403,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10114,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Small
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10141,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10151,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Small
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10175,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Medium
10184,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel Jose Pedro,Small
10195,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco Valarie,Small
10219,Signal Collectibles Ltd.,2793 Furth Circle,Brisbane,USA,Taylor Sue,Small
10229,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10246,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10259,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10271,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10281,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10305,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Small
10313,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Small
10325,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Large
10335,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10349,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10359,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10394,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10412,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10425,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10116,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain Pascale,Small
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Small
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10152,"Australian Gift Network, Co",31 Duncan St. West End,South Brisbane,Australia,Calaghan Tony,Small
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10176,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10184,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel Jose Pedro,Small
10195,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco Valarie,Small
10220,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Small
10230,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Small
10247,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Small
10272,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Small
10325,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10359,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10394,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10413,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Small
10103,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10113,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10126,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Small
10140,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Small
10150,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10164,Mini Auto Werke,Kirchgasse 6,Graz,Austria,Mendel Roland,Small
10175,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Small
10183,"Classic Gift Ideas, Inc",782 First Street,Philadelphia,USA,Cervantes Francisca,Medium
10194,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10206,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Small
10217,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Small
10229,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10245,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Medium
10258,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10270,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10281,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10291,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Small
10304,Auto Assoc. & Cie.,"67, avenue de l'Europe",Versailles,France,Tonini Daniel,Small
10313,Canadian Gift Exchange Network,1900 Oak St.,Vancouver,Canada,Tannamuri Yoshi,Small
10324,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Large
10348,"Corrida Auto Replicas, Ltd","C/ Araquil, 67",Madrid,Spain,Sommer MartÂ¡n,Medium
10358,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10370,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10382,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10411,Quebec Home Shopping Network,43 rue St. Laurent,Montreal,Canada,Fresnisre Jean,Small
10424,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10133,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10144,Royale Belge,"Boulevard Tirou, 255",Charleroi,Belgium,Cartrain Pascale,Small
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Small
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Medium
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Medium
10297,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Small
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10388,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Medium
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Medium
10121,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10145,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Medium
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10180,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10190,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Medium
10224,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Medium
10237,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Medium
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Small
10264,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Medium
10285,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Small
10299,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10309,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10319,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Small
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10355,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10365,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10403,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Medium
10106,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10120,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10133,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10143,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10156,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10168,Technics Stores Inc.,9408 Furth Circle,Burlingame,USA,Hirano Juri,Small
10199,West Coast Collectables Co.,3675 Furth Circle,Burbank,USA,Thompson Steve,Small
10210,Osaka Souveniers Co.,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,Kentary Mory,Small
10223,"Australian Collectors, Co.",636 St Kilda Road,Melbourne,Australia,Ferguson Peter,Small
10235,"Royal Canadian Collectables, Ltd.",23 Tsawassen Blvd.,Tsawassen,Canada,Lincoln Elizabeth,Small
10250,The Sharp Gifts Warehouse,3086 Ingle Ln.,San Jose,USA,Frick Sue,Small
10262,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10275,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10284,"Norway Gifts By Mail, Co.","Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,Klaeboe Jan,Small
10296,"Bavarian Collectables Imports, Co.",Hansastr. 15,Munich,Germany,Donnermeyer Michael,Small
10308,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Small
10316,giftsbymail.co.uk,Garden House Crowther Way,Cowes,UK,Bennett Helen,Small
10328,Rovelli Gifts,Via Ludovico il Moro 22,Bergamo,Italy,Rovelli Giovanni,Small
10340,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
10353,Gift Ideas Corp.,2440 Pompton St.,Glendale,USA,Lewis Dan,Medium
10361,Souveniers And Things Co.,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,Huxley Adrian,Small
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10388,FunGiftIdeas.com,1785 First Street,New Bedford,USA,Benitez Violeta,Medium
10398,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10401,Tekni Collectables Inc.,7476 Moss Rd.,Newark,USA,Brown William,Small
10416,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10115,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Small
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10141,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10151,"Oulu Toy Supplies, Inc.",Torikatu 38,Oulu,Finland,Koskitalo Pirkko,Medium
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Medium
10176,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Medium
10184,"Iberia Gift Imports, Corp.","C/ Romero, 33",Sevilla,Spain,Roel Jose Pedro,Medium
10195,Mini Classics,3758 North Pendale Street,White Plains,USA,Frick Steve,Medium
10207,Diecast Collectables,6251 Ingle Ln.,Boston,USA,Franco Valarie,Small
10220,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Medium
10230,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Medium
10246,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10259,Handji Gifts& Co,Village Close - 106 Linden Road Sandown,Singapore,Singapore,Victorino Wendy,Medium
10271,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Medium
10305,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Medium
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Medium
10325,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10336,"La Corne D'abondance, Co.","265, boulevard Charonne",Paris,France,Bertrand Marie,Medium
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10359,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10371,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10395,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Medium
10412,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10425,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Small
10104,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10117,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10127,Muscle Machine Inc,4092 Furth Circle,NYC,USA,Young Jeff,Medium
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10165,"Dragon Souveniers, Ltd.","Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,Natividad Eric,Small
10176,L'ordine Souveniers,Strada Provinciale 124,Reggio Emilia,Italy,Moroni Maurizio,Small
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10196,Super Scale Inc.,567 North Pendale Street,New Haven,USA,Murphy Leslie,Small
10208,"Saveley & Henriot, Co.","2, rue du Commerce",Lyon,France,Saveley Mary,Small
10220,"Clover Collections, Co.",25 Maiden Lane,Dublin,Ireland,Cassidy Dean,Small
10230,"Blauer See Auto, Co.",Lyonerstr. 34,Frankfurt,Germany,Keitel Roland,Small
10247,Suominen Souveniers,"Software Engineering Center, SEC Oy",Espoo,Finland,Suominen Kalle,Medium
10272,Diecast Classics Inc.,7586 Pompton St.,Allentown,USA,Yu Kyung,Small
10282,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10292,Land of Toys Inc.,897 Long Airport Avenue,NYC,USA,Yu Kwai,Small
10306,"AV Stores, Co.",Fauntleroy Circus,Manchester,UK,Ashworth Victoria,Small
10314,Heintze Collectables,Smagsloget 45,Aaarhus,Denmark,Ibsen Palle,Small
10325,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Medium
10337,Classic Legends Inc.,5905 Pompton St.,NYC,USA,Hernandez Maria,Small
10350,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Medium
10359,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Small
10372,"Tokyo Collectables, Ltd",2-2-8 Roppongi,Minato-ku,Japan,Shimamura Akiko,Small
10383,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10395,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Large
10413,Gift Depot Inc.,25593 South Bay Ln.,Bridgewater,USA,King Julie,Medium
10108,Cruz & Sons Co.,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,Cruz Arnold,Small
10121,Reims Collectables,59 rue de l'Abbaye,Reims,France,Henriot Paul,Medium
10135,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10145,Toys4GrownUps.com,78934 Hillside Dr.,Pasadena,USA,Young Julie,Medium
10169,"Anna's Decorations, Ltd",201 Miller Street,North Sydney,Australia,O'Hara Anna,Medium
10180,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Small
10190,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10211,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Medium
10224,Daedalus Designs Imports,"184, chausse de Tournai",Lille,France,Rance Martine,Medium
10237,Vitachrome Inc.,2678 Kingston Rd.,NYC,USA,Frick Michael,Small
10252,Auto Canal Petit,"25, rue Lauriston",Paris,France,Perrier Dominique,Medium
10264,Gifts4AllAges.com,8616 Spinnaker Dr.,Boston,USA,Yoshido Juri,Medium
10276,Online Mini Collectables,7635 Spinnaker Dr.,Brickhaven,USA,Barajas Miguel,Small
10285,Marta's Replicas Co.,39323 Spinnaker Dr.,Cambridge,USA,Hernandez Marta,Medium
10299,"Toys of Finland, Co.",Keskuskatu 45,Helsinki,Finland,Karttunen Matti,Medium
10309,Baane Mini Imports,Erling Skakkes gate 78,Stavern,Norway,Bergulfsen Jonas,Small
10319,Microscale Inc.,5290 North Pendale Street,NYC,USA,Kuo Kee,Medium
10331,Motor Mint Distributors Inc.,11328 Douglas Av.,Philadelphia,USA,Hernandez Rosa,Medium
10341,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Medium
10356,Lyon Souveniers,27 rue du Colonel Pierre Avia,Paris,France,Da Cunha Daniel,Medium
10365,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Medium
10375,La Rochelle Gifts,"67, rue des Cinquante Otages",Nantes,France,Labrune Janine,Medium
10390,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Medium
10403,"UK Collectables, Ltd.",Berkeley Gardens 12  Brewery,Liverpool,UK,Devon Elizabeth,Small
10105,Danish Wholesale Imports,Vinb'ltet 34,Kobenhavn,Denmark,Petersen Jytte,Small
10119,Salzburg Collectables,Geislweg 14,Salzburg,Austria,Pipps Georg,Small
10129,"Stylish Desk Decors, Co.",35 King George,London,UK,Brown Ann,Small
10142,Mini Gifts Distributors Ltd.,5677 Strong St.,San Rafael,USA,Nelson Valarie,Small
10153,Euro Shopping Channel,"C/ Moralzarzal, 86",Madrid,Spain,Freyre Diego,Small
10167,Scandinavian Gift Ideas,?kergatan 24,Boras,Sweden,Larsson Maria,Medium
10177,CAF Imports,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,Fernandez Jesus,Small
10185,Mini Creations Ltd.,4575 Hillside Dr.,New Bedford,USA,Tam Wing C,Small
10197,Enaco Distributors,"Rambla de CataluÂ¤a, 23",Barcelona,Spain,Saavedra Eduardo,Small
